Ids,Predictions
228,-1.0809
229,-0.67649
230,0.038595
231,-0.53444
232,-0.5729
233,-1.3396
234,-1.1724
235,-2.3444
236,-1.7217
237,-2.3061
238,-2.0389
239,-1.6105
240,-1.6984
241,-1.289
242,-1.6109
243,-1.5252
244,-1.0165
245,-1.9097
246,-1.499
247,-1.5513
248,-2.2891
249,-1.5549
250,-2.2417
251,-1.921
252,-2.4987
253,-1.3908
254,-1.529
255,-2.1304
256,-1.413
257,-2.2586
258,-0.93726
259,-0.4103
260,-1.8254
261,-1.9944
262,-2.1561
263,-2.1444
264,-1.037
265,-1.6339
266,-2.0755
267,-2.1553
268,-2.2524
269,-0.27761
270,-1.6623
271,-1.9831
272,-2.2719
273,-2.1116
274,-2.6082
275,-1.559
276,-1.5815
277,-1.2895
278,-1.1781
279,-1.4038
280,-0.20743
281,-2.0912
282,-1.4202
283,-1.4525
284,-1.8124
285,-1.2063
286,-1.6207
287,-1.9432
288,-2.0686
289,-0.9008
290,-0.99171
291,-0.64303
292,-1.9778
293,-1.8258
294,-0.26589
295,-2.0148
296,-2.1791
297,-2.2483
298,-1.9512
299,-1.7338
300,-1.3855
301,-2.4357
302,-1.161
303,-1.5042
304,-1.6006
305,-1.5938
306,-1.1859
307,-1.6228
308,-1.9135
309,-1.7492
310,-0.99116
311,-1.8296
312,-1.5763
313,-1.8933
314,-1.8213
315,-0.96998
316,-1.1541
317,-1.3795
318,-1.3478
319,-0.70376
320,-2.1445
321,-1.0422
322,-0.75261
323,-1.871
324,-1.39
325,-1.3316
326,-1.6596
327,-1.0963
328,-1.8398
329,-2.1833
330,-2.3797
331,-1.7603
332,-2.4438
333,-0.51179
334,-1.9946
335,-0.54955
336,-0.61343
337,-0.61748
338,-1.5626
339,-1.7663
340,-2.0808
341,-0.59875
342,-1.273
343,-0.86787
344,-1.7659
345,-1.02
346,-0.7295
347,-1.8092
348,-1.146
349,-1.5355
350,-1.9045
351,-0.35441
352,-0.78475
353,-1.3044
354,-2.2791
355,-0.15443
356,-0.84162
357,-1.1463
358,-1.2068
359,-0.44197
360,-1.8107
361,-0.30794
362,-0.64643
363,-1.6428
364,-0.78844
365,-1.3355
366,-1.3182
367,-1.1661
368,-0.98981
369,1.1329
370,-1.1853
371,-0.43833
372,-0.59589
373,-1.3947
374,-1.9119
375,-0.51039
376,-0.44649
377,-1.1043
378,-0.55352
379,-0.86759
380,-0.82968
381,-1.4135
382,-1.6069
383,-1.9346
384,0.25249
385,-1.1487
386,-0.39635
387,-0.3217
388,-0.1162
389,-0.16968
390,-0.68496
391,-0.98445
392,-1.4877
393,-0.20621
394,-1.0337
395,-1.8451
396,-1.2239
397,-0.45756
398,-1.412
399,-1.3663
400,-0.91797
401,-0.71689
402,-0.9549
403,-0.8972
404,-0.33556
405,-0.59973
406,-1.6464
407,-0.48939
408,-1.6253
409,-1.2321
410,-1.3881
411,-1.6042
412,-1.4286
413,-1.2465
414,-1.3636
415,-0.84139
416,-0.77632
417,-1.2019
418,-0.62882
419,-2.0747
420,-1.9979
421,-1.7389
422,-0.71622
423,-1.8088
424,-2.117
425,-0.38857
426,-0.7788
427,-0.86643
428,-1.4375
429,-1.338
430,-2.1741
431,-0.59398
432,-1.9522
433,-1.2431
434,-1.6749
435,-1.675
436,-0.89184
437,-1.4448
438,-1.4776
439,-0.9746
440,0.70206
441,-1.4256
442,-1.038
443,-1.8942
444,-0.73011
445,-1.7055
446,-1.6723
447,0.63699
448,-1.0324
449,-0.97998
450,-1.4821
451,-1.3794
452,-1.4601
453,-1.6857
454,-1.4914
455,-1.3246
456,-0.74678
457,0.0033347
458,-1.6441
459,0.76097
460,-1.3994
461,-1.5319
462,-1.3057
463,-1.2332
464,-2.5577
465,-2.2745
466,-1.2641
467,-1.2592
468,-1.307
469,-1.3232
470,-0.75404
471,-2.0706
472,-1.8909
473,-0.72094
474,-2.269
475,-1.3862
476,-1.0508
477,-1.3724
478,-1.5743
479,-1.5089
480,-1.8473
481,-1.0983
482,-2.052
483,-1.4324
484,-1.8105
485,-1.6805
486,-1.1228
487,-0.1651
488,-1.3849
489,-1.2567
490,-0.68347
491,-1.7674
492,-1.7702
493,-1.5619
494,-0.99542
495,-1.3592
496,-1.7128
497,0.13512
498,-1.1038
499,-1.6846
500,-0.54214
501,0.16254
502,-0.922
503,-1.4397
504,-1.8808
505,0.39974
506,-1.7029
507,-2.789
508,-1.0282
509,-0.93728
510,-1.7128
511,-0.95173
512,-0.66834
513,-0.057885
514,-1.1218
515,0.37014
516,-1.4846
517,0.28149
518,-0.57452
519,-0.92232
520,-1.9021
521,-0.61547
522,-0.61585
523,-1.1015
524,-1.104
525,0.72043
526,-0.85891
527,-1.3426
528,-1.1613
529,-0.88801
530,-2.2721
531,-0.71969
532,-1.3
533,-1.8474
534,-1.2708
535,-1.5702
536,-2.1461
537,-1.1125
538,-1.5909
539,-0.51291
540,-1.7518
541,-1.9667
542,-0.93357
543,-1.8796
544,-0.9505
545,-1.092
546,-1.8075
547,-1.0346
548,-1.1595
549,-1.4938
550,-1.3775
551,-1.3777
552,-0.40384
553,-1.1524
554,-1.455
555,-1.6007
556,-1.4213
557,-0.78977
558,-0.85855
559,-1.5303
560,-0.41185
561,-1.1478
562,-1.2908
563,-0.58995
564,-0.11213
565,-0.87963
566,-0.62947
567,-0.99418
568,-1.1927
569,-1.0159
570,0.11793
571,0.29339
572,-1.1399
573,-1.6783
574,-1.2004
575,-1.3526
576,-0.11887
577,-0.49697
578,-1.3575
579,-0.5566
580,-0.078269
581,-1.5928
582,-2.0773
583,-0.70016
584,-1.8454
585,-1.0235
586,-1.5944
587,0.52841
588,-1.5808
589,-1.5428
590,-1.4043
591,-1.0783
592,-1.4634
593,-1.7242
594,-1.3234
595,-1.4008
596,-0.9274
597,-1.4839
598,-0.65328
599,-0.18873
600,-1.1863
601,-0.59091
602,0.48106
603,-0.44627
604,-0.48916
605,-1.3198
606,-1.0716
607,0.20585
608,-1.6874
609,-0.28005
610,-1.5233
611,-0.52326
612,-1.3122
613,-1.3567
614,-1.4436
615,-1.6301
616,-1.5616
617,-2.3266
618,-0.6344
619,-0.7467
620,-0.78872
621,-2.4034
622,-1.8329
623,-1.7033
624,-1.574
625,-2.4183
626,-1.0517
627,-1.9943
628,-1.9361
629,-1.7461
630,-1.6448
631,-0.87247
632,-0.90815
633,-1.6061
634,-0.1104
635,0.87671
636,-1.7662
637,-1.2492
638,-0.84061
639,-1.267
640,-0.29954
641,-1.6335
642,-0.20902
643,-0.020816
644,-1.6895
645,-0.48787
646,-1.2541
647,-1.0376
648,-1.1281
649,-1.4492
650,-0.52333
651,-1.2074
652,-1.9306
653,-1.1158
654,-0.83135
655,0.1209
656,-0.21495
657,-1.7149
658,-0.69291
659,-1.723
660,-1.5253
661,-2.0151
662,-1.0011
663,-2.5338
664,-1.9799
665,-0.96344
666,-0.85011
667,-1.9293
668,-1.6591
669,-1.5063
670,-1.939
671,-1.2458
672,-0.81201
673,-1.5419
674,-1.3112
675,-0.63767
676,-1.1324
677,0.11727
678,-1.7336
679,-0.8425
680,-1.0183
681,-1.9486
682,-1.7981
683,-0.96544
684,-0.048725
685,-1.991
686,-2.0181
687,-0.8744
688,-1.8372
689,-2.1199
690,-1.2416
691,-1.4632
692,-2.3208
693,-1.5386
694,-1.3658
695,-1.7868
696,-1.643
697,-2.2614
698,-1.307
699,-1.3909
700,-0.9838
701,-0.41168
702,-1.0835
703,-1.2182
704,-1.7949
705,-1.7039
706,-1.4182
707,-1.3332
708,-1.5127
709,-1.5567
710,-1.1274
711,-1.3804
712,-1.0942
713,-1.2652
714,-0.44608
715,-1.5573
716,-1.3084
717,-1.5285
718,-1.5444
719,-1.1908
720,-1.5835
721,-1.2608
722,-1.1919
723,-0.76145
724,-1.4402
725,-1.6769
726,-0.65756
727,-0.11028
728,-1.29
729,-1.7891
730,-0.69706
731,-1.3631
732,-1.6039
733,-1.2678
734,-0.20887
735,-1.5023
736,-0.91903
737,-0.46617
738,-1.3403
739,-1.8357
740,-1.405
741,-1.5711
742,-1.3773
743,-1.7401
744,-1.6498
745,-0.95065
746,-1.916
747,-1.5167
748,-1.4097
749,-0.90725
750,-1.2485
751,-1.0538
752,-1.6393
753,-1.536
754,-0.94686
755,-2.0843
756,-2.1012
757,-0.50188
758,-1.0339
759,-1.8167
760,-1.526
761,-1.0183
762,-1.9371
763,-0.33325
764,-0.43251
765,-0.99755
766,-1.8109
767,-1.0449
768,-1.6501
769,-0.81785
770,-0.85396
771,-1.3721
772,-0.64837
773,-0.32449
774,-2.3516
775,-1.5532
776,-2.0385
777,-1.7762
778,-1.1102
779,-2.1944
780,-0.89925
781,-2.0445
782,-2.7138
783,-2.01
784,-1.7993
785,-2.2637
786,-1.5053
787,-1.2801
788,-0.95356
789,0.40707
790,-1.0673
791,-0.93102
792,-0.89698
793,-1.7757
794,-1.1533
795,-2.5238
796,-1.3971
797,-2.3728
798,-1.9699
799,0.29234
800,-0.76903
801,-1.7859
802,-1.8445
803,-1.1316
804,-1.859
805,-1.7063
806,-1.173
807,-0.98337
808,-0.93402
809,-1.2167
810,-1.031
811,-1.1626
812,-0.4388
813,-1.0428
814,-0.68968
815,-1.3006
816,-1.1783
817,-1.3635
818,-0.95022
819,-1.7821
820,-0.90223
821,-2.1055
822,-1.5741
823,-1.2447
824,-1.1185
825,-2.1882
826,-1.8806
827,-1.3173
828,-0.58327
829,-1.3036
830,-1.6585
831,-1.1881
832,-0.6413
833,-0.70936
834,-1.6311
835,-1.6281
836,-1.784
837,-1.3775
838,-1.2868
839,-1.0605
840,-1.5026
841,-1.821
842,-1.4396
843,-1.5097
844,-1.7513
845,-0.75447
846,-1.1064
847,-1.3478
848,-1.356
849,-2.2576
850,-1.2644
851,-2.2237
852,-2.0565
853,-2.1063
854,-1.4783
855,-1.3973
856,-2.1895
857,-2.0678
858,-1.1004
859,-1.7897
860,-1.0798
861,-0.61174
862,-2.1763
863,-1.7641
864,-2.1261
865,-2.3577
866,-1.5235
867,-0.56173
868,-0.99373
869,-1.6253
870,-1.7837
871,-1.3317
872,-1.4642
873,-1.1902
874,-2.1171
875,-1.7276
876,-1.5481
877,-1.8012
878,-0.36223
879,-1.4949
880,-1.5641
881,-0.26943
882,-0.519
883,-1.543
884,-0.086396
885,-0.8425
886,-1.7925
887,-0.79646
888,-1.4274
889,-0.97116
890,-1.2294
891,-2.0177
892,-1.9817
893,-0.51264
894,-1.5013
895,-1.1576
896,-0.77164
897,-1.236
898,-1.1749
899,-0.97969
900,-0.72712
901,-1.5077
902,-0.70146
903,-1.61
904,-1.5528
905,-1.5122
906,-1.8272
907,-1.9362
908,-1.9081
909,-1.125
910,-1.5625
911,-1.1905
912,-1.0041
913,-0.88185
914,-1.9203
915,-1.2147
916,-0.56247
917,-0.64505
918,-0.78049
919,-1.3473
920,-0.64162
921,-1.8382
922,-0.80659
923,0.4203
924,-1.3389
925,-0.78322
926,-1.5133
927,-1.0587
928,-1.6579
929,-1.1723
930,-0.24729
931,-1.3934
932,-1.0727
933,-1.5212
934,-1.1769
935,-1.7738
936,-0.97228
937,-1.671
938,-0.99412
939,-0.98455
940,-1.7364
941,-2.038
942,-2.0216
943,-0.54123
944,-0.40561
945,-2.3047
946,-1.6661
947,-1.0944
948,-0.51364
949,-1.9215
950,-0.98663
951,-0.46183
952,-0.54144
953,-1.8826
954,-1.2776
955,-0.70248
956,-1.2462
957,-0.92465
958,-1.8794
959,-2.0958
960,-0.94951
961,-1.3484
962,-0.6332
963,-0.90199
964,-1.6732
965,-1.8562
966,-1.8131
967,-0.3485
968,-1.8068
969,-2.1217
970,-2.2652
971,-1.1286
972,-1.7658
973,-1.5473
974,0.19641
975,-2.0242
976,-0.19857
977,-1.2683
978,-1.7119
979,-1.1965
980,-0.90062
981,-0.57284
982,-1.0936
983,-1.232
984,-1.6945
985,-0.44256
986,-1.5534
987,-1.6964
988,-0.55123
989,-1.038
990,-0.79365
991,-0.8358
992,-2.0278
993,-1.5963
994,-2.2677
995,-0.80118
996,0.21273
997,-0.80861
998,-1.5978
999,-1.7794
1000,-0.22
1001,-0.55184
1002,-0.60238
1003,-0.44515
1004,-0.63243
1005,-0.48048
1006,-0.3784
1007,-0.52703
1008,0.32407
1009,-0.46266
1010,-0.68309
1011,-1.6935
1012,-0.63416
1013,-0.75179
1014,-0.74761
1015,-1.2892
1016,0.67876
1017,-1.4015
1018,-2.1201
1019,-1.8738
1020,-0.71703
1021,-1.6778
1022,0.37238
1023,-1.5778
1024,-1.5649
1025,-0.11717
1026,-0.24803
1027,-0.93443
1028,-1.6754
1029,-0.90275
1030,-1.6908
1031,-1.7153
1032,-1.1154
1033,-1.4678
1034,-1.8346
1035,-0.11533
1036,-1.2905
1037,-1.7374
1038,-1.0709
1039,-1.2785
1040,-0.96646
1041,-1.3936
1042,-1.2959
1043,-2.5801
1044,-1.3369
1045,-0.95148
1046,-1.6832
1047,-1.4838
1048,-0.27878
1049,-1.3937
1050,-1.6811
1051,-0.44777
1052,-1.3135
1053,-0.2037
1054,-0.18989
1055,-0.37427
1056,-1.5604
1057,-2.1152
1058,-0.49305
1059,-1.7827
1060,-0.78766
1061,-1.7516
1062,-1.1817
1063,-1.3418
1064,-1.6365
1065,-1.7102
1066,-1.9685
1067,-1.6431
1068,-0.66328
1069,-1.0281
1070,-1.7621
1071,1.0976
1072,-1.7296
1073,-0.7034
1074,-1.6107
1075,-0.31154
1076,-0.46042
1077,0.697
1078,-0.8513
1079,-0.47816
1080,-1.7053
1081,-1.805
1082,-1.1269
1083,-0.18279
1084,-1.0244
1085,-0.81801
1086,-1.5426
1087,-1.5636
1088,-1.823
1089,-1.8962
1090,-1.0571
1091,-0.35472
1092,-0.075669
1093,-2.2715
1094,-1.3958
1095,-1.7618
1096,-1.2209
1097,-1.7718
1098,-1.6317
1099,-1.6387
1100,-1.0219
1101,0.084487
1102,-1.6991
1103,-1.6023
1104,-2.1903
1105,-1.7091
1106,-1.7093
1107,-0.89776
1108,-1.0586
1109,-0.95942
1110,-1.2097
1111,-1.4839
1112,-1.6755
1113,-0.10267
1114,-1.3423
1115,-1.9908
1116,-1.3566
1117,-0.56015
1118,-1.1684
1119,-1.513
1120,-0.98957
1121,-0.33798
1122,-1.5481
1123,-0.99702
1124,-0.1864
1125,-1.2331
1126,0.63132
1127,-1.7958
1128,-0.99538
1129,-0.42892
1130,-1.1188
1131,0.59244
1132,-1.1389
1133,-1.5933
1134,-0.86331
1135,-2.1589
1136,-1.4867
1137,-1.9154
1138,-1.161
1139,-0.986
1140,1.0265
1141,-0.23649
1142,-1.2105
1143,-0.88305
1144,-0.46831
1145,0.62747
1146,-0.50629
1147,-2.1093
1148,-2.1862
1149,-1.5837
1150,-0.30664
1151,-0.94308
1152,-0.28352
1153,-1.5876
1154,-0.015581
1155,-0.35119
1156,-0.77547
1157,-1.8025
1158,-0.68593
1159,-2.1859
1160,-0.011716
1161,-0.30851
1162,-1.926
1163,-1.5403
1164,-1.4411
1165,-1.2866
1166,-1.8288
1167,-1.6855
1168,-0.2838
1169,-1.8647
1170,-0.15801
1171,-1.5967
1172,-0.98602
1173,-1.0745
1174,-1.1097
1175,-2.0721
1176,-1.8054
1177,-1.7685
1178,-0.67903
1179,-0.87769
1180,-1.757
1181,-0.973
1182,-0.90788
1183,-1.6305
1184,-1.446
1185,-1.4802
1186,-1.3274
1187,-2.3564
1188,-1.5642
1189,-1.3099
1190,-1.2108
1191,-1.8693
1192,-1.3453
1193,-1.3755
1194,-1.0032
1195,-0.97124
1196,-1.1158
1197,-2.0976
1198,-1.6148
1199,-1.8834
1200,-1.3944
1201,-0.58905
1202,-0.83158
1203,0.93561
1204,-0.21869
1205,0.76134
1206,-2.0342
1207,-0.61691
1208,-1.9027
1209,-0.5295
1210,1.0166
1211,-1.9538
1212,-0.81833
1213,-1.9285
1214,-0.29586
1215,-0.88061
1216,-1.6147
1217,-0.40874
1218,-0.7806
1219,-0.7459
1220,-0.98077
1221,-0.37905
1222,-2.031
1223,-2.1503
1224,-2.2549
1225,-2.2487
1226,-1.1982
1227,-1.8872
1228,-0.46933
1229,-2.0772
1230,-2.1946
1231,-0.75413
1232,0.39745
1233,-1.2605
1234,-0.85942
1235,-1.1216
1236,-1.7423
1237,-1.5725
1238,-0.36888
1239,-0.35739
1240,-1.1027
1241,0.40708
1242,-0.20443
1243,0.018959
1244,-1.8419
1245,-0.035999
1246,0.90045
1247,-0.8737
1248,-0.9443
1249,0.11071
1250,-1.2942
1251,-0.59966
1252,-0.24586
1253,0.77703
1254,-0.99424
1255,-1.2999
1256,-2.293
1257,-1.9906
1258,1.4855
1259,-1.6615
1260,-1.1645
1261,-1.5616
1262,-1.394
1263,-1.0445
1264,1.265
1265,-2.1554
1266,-1.0395
1267,-1.2535
1268,-1.1388
1269,-1.9835
1270,-1.8802
1271,-1.3431
1272,-1.3374
1273,-1.3996
1274,-1.7875
1275,-0.99572
1276,-1.5455
1277,-1.0602
1278,-0.69889
1279,-2.4255
1280,0.10844
1281,-1.2994
1282,-0.79942
1283,-0.24353
1284,-1.2706
1285,-0.90825
1286,-1.4819
1287,-0.75798
1288,-1.1044
1289,-1.8697
1290,-0.57519
1291,-1.6434
1292,-1.9949
1293,-0.5805
1294,-0.58671
1295,-0.5027
1296,-1.4274
1297,-1.3331
1298,-0.36355
1299,-1.0879
1300,-1.9266
1301,-0.41803
1302,-1.0045
1303,-0.0057006
1304,-0.38398
1305,-1.7931
1306,-1.9849
1307,-1.1622
1308,-0.73419
1309,-0.57627
1310,-1.399
1311,-1.0863
1312,-1.5696
1313,-0.60214
1314,-0.96432
1315,-0.82426
1316,-0.91562
1317,-0.60743
1318,-0.81114
1319,-0.88234
1320,-1.9184
1321,-1.6675
1322,-0.82036
1323,-0.80919
1324,-0.69411
1325,-0.52412
1326,0.016171
1327,-0.58745
1328,0.5927
1329,-1.2805
1330,-1.4365
1331,-1.2037
1332,0.24016
1333,-1.22
1334,-2.3042
1335,-1.3888
1336,-1.8179
1337,-0.96468
1338,-0.81195
1339,-1.1727
1340,-1.305
1341,-1.1253
1342,-1.4723
1343,-0.19191
1344,-1.2293
1345,-1.7907
1346,-2.6844
1347,-1.236
1348,-0.78517
1349,-1.0287
1350,-0.18796
1351,-0.93108
1352,-1.6499
1353,0.10752
1354,-0.68246
1355,0.43235
1356,-1.1052
1357,-0.6073
1358,-0.25779
1359,-1.1778
1360,0.11974
1361,-1.045
1362,-1.0899
1363,-1.8822
1364,-1.879
1365,-0.50966
1366,-0.53075
1367,-0.36727
1368,-0.35836
1369,-0.39221
1370,-1.362
1371,-0.1113
1372,-0.93559
1373,-1.0995
1374,-0.17258
1375,0.60821
1376,-1.3424
1377,-1.4913
1378,-0.16012
1379,-0.57682
1380,-1.2601
1381,0.235
1382,-1.6343
1383,-0.8926
1384,-1.2199
1385,-0.88144
1386,-0.91302
1387,-1.0904
1388,-1.1563
1389,-1.2343
1390,-0.19627
1391,-2.2447
1392,-2.1538
1393,-1.9379
1394,-1.3868
1395,-1.9555
1396,-0.59418
1397,-1.5678
1398,-1.3176
1399,-1.1116
1400,0.20032
1401,-0.78811
1402,-0.14882
1403,0.81793
1404,-1.9781
1405,-0.2429
1406,-0.17494
1407,-1.041
1408,-1.3524
1409,-1.7428
1410,-0.24143
1411,-0.8182
1412,-1.0765
1413,0.83593
1414,-0.76681
1415,-1.3299
1416,-0.72999
1417,0.083454
1418,-2.1573
1419,-1.4823
1420,-1.0962
1421,-1.4371
1422,-1.4047
1423,-1.2377
1424,-2.3849
1425,-1.7095
1426,-1.2874
1427,-1.7717
1428,-0.45203
1429,-1.0667
1430,-1.5359
1431,-0.29641
1432,-0.64297
1433,-1.0363
1434,0.32416
1435,-1.2855
1436,-1.4614
1437,-1.3956
1438,-1.2218
1439,-2.2303
1440,-2.0346
1441,0.13408
1442,-1.9436
1443,0.089309
1444,-0.32889
1445,-1.2462
1446,0.48061
1447,-0.82201
1448,-0.31788
1449,-1.1062
1450,0.2912
1451,-0.74788
1452,-0.55139
1453,-0.67382
1454,-0.3289
1455,-1.8732
1456,-0.26789
1457,-1.6614
1458,-1.3268
1459,-2.2973
1460,-1.9395
1461,-1.2799
1462,-0.51846
1463,-1.1267
1464,-1.7613
1465,-0.5539
1466,-1.4432
1467,-2.2741
1468,-2.0983
1469,-1.7647
1470,-1.8845
1471,-2.5868
1472,-0.50954
1473,-0.60732
1474,-1.7582
1475,-0.86237
1476,-0.90045
1477,-1.3061
1478,-1.092
1479,-0.38138
1480,-0.76459
1481,-1.5409
1482,-1.3359
1483,-1.7472
1484,-1.6561
1485,-0.97393
1486,-1.5825
1487,-1.0715
1488,-1.7237
1489,-0.9625
1490,-0.2404
1491,-1.394
1492,-0.71701
1493,-1.4025
1494,-0.95587
1495,-0.087508
1496,-0.95847
1497,-2.2514
1498,-0.21879
1499,-0.51731
1500,-1.4139
1501,-0.88524
1502,-2.1195
1503,-1.0999
1504,-0.87962
1505,-1.265
1506,-0.071096
1507,0.070333
1508,-0.71779
1509,-0.30661
1510,0.079777
1511,-1.9576
1512,-1.7459
1513,-0.83268
1514,-0.69947
1515,-0.98976
1516,-0.20043
1517,-0.33045
1518,-0.73068
1519,-0.26803
1520,-1.1163
1521,0.45015
1522,-1.8365
1523,-1.6628
1524,-1.0569
1525,-1.9774
1526,-0.31525
1527,-1.2882
1528,-1.1528
1529,-1.0466
1530,-0.65494
1531,-1.7949
1532,-1.3541
1533,-1.5576
1534,-0.070864
1535,-0.54484
1536,-1.4325
1537,-0.73595
1538,-1.2526
1539,-0.88921
1540,-1.0715
1541,-1.3206
1542,-0.91292
1543,-1.8388
1544,-0.99742
1545,-1.3883
1546,-0.90219
1547,0.12702
1548,-1.2816
1549,-1.1688
1550,-0.99238
1551,-1.4495
1552,-1.3927
1553,-1.72
1554,-1.7042
1555,-1.1919
1556,-1.9908
1557,-1.1836
1558,-1.791
1559,-0.70598
1560,-0.98624
1561,-2.0588
1562,-0.10472
1563,0.95651
1564,-1.9913
1565,-0.95649
1566,-1.5415
1567,-0.77708
1568,-1.0142
1569,-1.4968
1570,-1.0345
1571,-0.3943
1572,0.77601
1573,-1.7071
1574,-0.82302
1575,-1.2387
1576,-0.85521
1577,-1.8851
1578,-2.2749
1579,-1.5477
1580,-1.601
1581,-1.7264
1582,-1.7301
1583,-1.3783
1584,-1.8302
1585,-1.4912
1586,-1.6754
1587,-1.4049
1588,-2.2991
1589,-2.0873
1590,-0.39713
1591,-1.7349
1592,-2.0195
1593,-1.5308
1594,-1.5134
1595,-1.5924
1596,-1.3038
1597,-1.0051
1598,-1.1643
1599,-0.84962
1600,1.3346
1601,-1.8141
1602,-1.7836
1603,-1.2581
1604,-0.72689
1605,-1.3671
1606,0.26861
1607,-1.522
1608,-1.5227
1609,-1.7615
1610,1.2152
1611,-1.7464
1612,0.2661
1613,-0.86069
1614,-1.0828
1615,-1.4678
1616,-1.0195
1617,-0.89399
1618,-1.495
1619,-0.91245
1620,-1.0557
1621,-0.77132
1622,-0.75753
1623,-0.1948
1624,-0.4661
1625,-1.5149
1626,-0.52968
1627,-1.6454
1628,-1.578
1629,-1.1803
1630,-0.73322
1631,-0.71218
1632,-2.0697
1633,-1.108
1634,-0.85031
1635,-1.2274
1636,-0.72205
1637,-2.3267
1638,-0.43299
1639,-1.1683
1640,-1.956
1641,-1.3042
1642,0.0062643
1643,-1.8753
1644,-0.70485
1645,-1.1527
1646,-1.3728
1647,-2.2945
1648,0.020094
1649,-0.90561
1650,-0.87848
1651,-0.95296
1652,-0.95515
1653,-0.92308
1654,-1.2311
1655,-0.42156
1656,-1.2457
1657,-0.60103
1658,-1.1195
1659,-0.43862
1660,-0.83653
1661,-1.5233
1662,-1.2935
1663,-0.60541
1664,-0.30936
1665,-0.52484
1666,-2.0214
1667,-2.1302
1668,-1.4663
1669,-0.31576
1670,-0.65612
1671,-2.0199
1672,-2.0221
1673,-0.5537
1674,-1.3882
1675,0.12023
1676,-1.1364
1677,0.1485
1678,-1.6834
1679,-1.9262
1680,-1.6333
1681,-1.7272
1682,-1.5496
1683,-1.4609
1684,-1.3961
1685,-0.53342
1686,-1.8559
1687,-0.13135
1688,0.2269
1689,-1.2302
1690,-1.9809
1691,-1.4977
1692,-1.626
1693,-2.733
1694,-0.51968
1695,-1.7181
1696,-0.96988
1697,-0.90615
1698,-0.81927
1699,-0.11033
1700,-1.7939
1701,-2.0532
1702,-2.3813
1703,-1.4734
1704,-0.7672
1705,-1.5173
1706,-1.8435
1707,-2.1854
1708,-0.11021
1709,-1.4053
1710,-1.5258
